date,daily_sales,orders,avg_order_value,primary_category,marketing_spend,seasonal_multiplier,growth_factor,weekday,month,year,revenue_per_marketing,is_weekend,day_of_week,week_of_year,quarter
2021-08-08,4386.03,84,52.21,accessories,118.11,1.667,1.087,Sunday,August,2021,37.13512827025654,True,Sunday,31,3
2021-08-09,4853.07,61,79.56,accessories,146.29,1.45,1.088,Monday,August,2021,33.17431129947365,False,Monday,32,3
2021-08-10,9047.72,131,69.07,home_goods,770.84,1.45,1.088,Tuesday,August,2021,11.737481189351875,False,Tuesday,32,3
2021-08-11,4211.01,79,53.3,accessories,91.1,1.45,1.089,Wednesday,August,2021,46.224039517014276,False,Wednesday,32,3
2021-08-12,5342.34,93,57.44,clothing,132.26,1.45,1.089,Thursday,August,2021,40.39271132617572,False,Thursday,32,3
2021-08-13,5337.36,74,72.13,clothing,66.8,1.45,1.089,Friday,August,2021,79.90059880239521,False,Friday,32,3
2021-08-14,7285.47,90,80.95,accessories,52.36,1.667,1.09,Saturday,August,2021,139.14190221543163,True,Saturday,32,3
2021-08-15,4614.33,80,57.68,clothing,99.68,1.667,1.09,Sunday,August,2021,46.29143258426966,True,Sunday,32,3
2021-08-16,7435.36,124,59.96,accessories,119.24,1.45,1.091,Monday,August,2021,62.35625628983563,False,Monday,33,3
2021-08-17,4723.7,79,59.79,clothing,139.42,1.45,1.091,Tuesday,August,2021,33.88107875484149,False,Tuesday,33,3
2021-08-18,3925.44,60,65.42,home_goods,56.94,1.45,1.092,Wednesday,August,2021,68.93993677555322,False,Wednesday,33,3
2021-08-19,4606.15,101,45.61,clothing,115.09,1.45,1.092,Thursday,August,2021,40.02215657311669,False,Thursday,33,3
2021-08-20,6002.27,71,84.54,accessories,149.41,1.45,1.092,Friday,August,2021,40.17314771434309,False,Friday,33,3
2021-08-21,5174.2,73,70.88,clothing,145.76,1.667,1.093,Saturday,August,2021,35.49807903402854,True,Saturday,33,3
2021-08-22,5774.9,93,62.1,clothing,59.67,1.667,1.093,Sunday,August,2021,96.78062678062678,True,Sunday,33,3
2021-08-23,6880.39,126,54.61,home_goods,73.46,1.45,1.094,Monday,August,2021,93.66172066430711,False,Monday,34,3
2021-08-24,4932.64,64,77.07,accessories,104.0,1.45,1.094,Tuesday,August,2021,47.42923076923077,False,Tuesday,34,3
2021-08-25,5254.36,73,71.98,clothing,132.61,1.45,1.095,Wednesday,August,2021,39.62265289193876,False,Wednesday,34,3
2021-08-26,5875.19,93,63.17,home_goods,76.31,1.45,1.095,Thursday,August,2021,76.99108897916393,False,Thursday,34,3
2021-08-27,3800.46,55,69.1,home_goods,102.57,1.45,1.095,Friday,August,2021,37.05235448961685,False,Friday,34,3
2021-08-28,9509.71,136,69.92,home_goods,149.22,1.667,1.096,Saturday,August,2021,63.729459857927885,True,Saturday,34,3
2021-08-29,6048.24,89,67.96,accessories,137.8,1.667,1.096,Sunday,August,2021,43.89143686502177,True,Sunday,34,3
2021-08-30,4912.78,79,62.19,accessories,58.09,1.45,1.097,Monday,August,2021,84.5718712342916,False,Monday,35,3
2021-08-31,5254.41,81,64.87,accessories,132.25,1.45,1.097,Tuesday,August,2021,39.73088846880907,False,Tuesday,35,3
2021-09-01,3811.11,58,65.71,clothing,67.48,1.2,1.097,Wednesday,September,2021,56.47762299940723,False,Wednesday,35,3
2021-09-02,4820.17,68,70.88,clothing,777.87,1.2,1.098,Thursday,September,2021,6.196626685692983,False,Thursday,35,3
2021-09-03,3968.57,62,64.01,accessories,100.61,1.2,1.098,Friday,September,2021,39.44508498161217,False,Friday,35,3
2021-09-04,4841.21,83,58.33,home_goods,65.2,1.38,1.099,Saturday,September,2021,74.25168711656441,True,Saturday,35,3
2021-09-05,4622.53,74,62.47,accessories,119.5,1.38,1.099,Sunday,September,2021,38.68225941422594,True,Sunday,35,3
2021-09-06,4034.45,80,50.43,accessories,131.4,1.2,1.1,Monday,September,2021,30.703576864535766,False,Monday,36,3
2021-09-07,4496.45,71,63.33,clothing,92.61,1.2,1.1,Tuesday,September,2021,48.552532123960695,False,Tuesday,36,3
2021-09-08,5352.41,82,65.27,accessories,126.93,1.2,1.1,Wednesday,September,2021,42.16820294650594,False,Wednesday,36,3
2021-09-09,5748.65,106,54.23,clothing,656.17,1.2,1.101,Thursday,September,2021,8.7609156163799,False,Thursday,36,3
2021-09-10,4582.2,59,77.66,clothing,104.8,1.2,1.101,Friday,September,2021,43.72328244274809,False,Friday,36,3
2021-09-11,5407.86,95,56.92,accessories,65.0,1.38,1.102,Saturday,September,2021,83.19784615384614,True,Saturday,36,3
2021-09-12,3187.08,54,59.02,accessories,128.5,1.38,1.102,Sunday,September,2021,24.802178988326848,True,Sunday,36,3
2021-09-13,5307.83,71,74.76,accessories,75.47,1.2,1.102,Monday,September,2021,70.33032993242348,False,Monday,37,3
2021-09-14,5198.49,79,65.8,clothing,111.39,1.2,1.103,Tuesday,September,2021,46.66927013196876,False,Tuesday,37,3
2021-09-15,3658.28,55,66.51,clothing,101.22,1.2,1.103,Wednesday,September,2021,36.141869195811104,False,Wednesday,37,3
2021-09-16,4122.5,79,52.18,clothing,51.21,1.2,1.104,Thursday,September,2021,80.50185510642453,False,Thursday,37,3
2021-09-17,3424.97,56,61.16,clothing,116.14,1.2,1.104,Friday,September,2021,29.490012054417083,False,Friday,37,3
2021-09-18,6809.51,91,74.83,accessories,52.09,1.38,1.105,Saturday,September,2021,130.72585909003647,True,Saturday,37,3
2021-09-19,4430.47,79,56.08,accessories,70.57,1.38,1.105,Sunday,September,2021,62.78121014595438,True,Sunday,37,3
2021-09-20,10351.56,130,79.63,accessories,679.23,1.2,1.105,Monday,September,2021,15.240139569806987,False,Monday,38,3
2021-09-21,6024.37,106,56.83,home_goods,115.65,1.2,1.106,Tuesday,September,2021,52.091396454820575,False,Tuesday,38,3
2021-09-22,3378.56,47,71.88,clothing,93.94,1.2,1.106,Wednesday,September,2021,35.965084096231635,False,Wednesday,38,3
2021-09-23,4635.39,63,73.58,clothing,69.75,1.2,1.107,Thursday,September,2021,66.45720430107528,False,Thursday,38,3
2021-09-24,4765.26,65,73.31,accessories,141.89,1.2,1.107,Friday,September,2021,33.584184931989576,False,Friday,38,3
2021-09-25,4553.45,59,77.18,clothing,122.85,1.38,1.108,Saturday,September,2021,37.06512006512006,True,Saturday,38,3
2021-09-26,5382.18,83,64.85,accessories,54.32,1.38,1.108,Sunday,September,2021,99.08284241531665,True,Sunday,38,3
2021-09-27,4830.72,74,65.28,accessories,102.57,1.2,1.108,Monday,September,2021,47.09681193331384,False,Monday,39,3
2021-09-28,7675.57,92,83.43,home_goods,79.75,1.2,1.109,Tuesday,September,2021,96.24539184952978,False,Tuesday,39,3
2021-09-29,4888.89,92,53.14,clothing,126.11,1.2,1.109,Wednesday,September,2021,38.76687019268893,False,Wednesday,39,3
2021-09-30,4688.07,60,78.13,clothing,59.92,1.2,1.11,Thursday,September,2021,78.23881842456608,False,Thursday,39,3
2021-10-01,3247.95,46,70.61,clothing,123.31,1.1,1.11,Friday,October,2021,26.339712918660286,False,Friday,39,4
2021-10-02,9265.36,161,57.55,home_goods,221.19,1.265,1.111,Saturday,October,2021,41.88869297888693,True,Saturday,39,4
2021-10-03,5021.12,88,57.06,home_goods,82.69,1.265,1.111,Sunday,October,2021,60.722215503688474,True,Sunday,39,4
2021-10-04,5450.51,106,51.42,accessories,109.3,1.1,1.111,Monday,October,2021,49.86742909423605,False,Monday,40,4
2021-10-05,4198.58,46,91.27,accessories,413.3,1.1,1.112,Tuesday,October,2021,10.158674086619888,False,Tuesday,40,4
2021-10-06,3841.57,47,81.74,home_goods,106.07,1.1,1.112,Wednesday,October,2021,36.217309324031305,False,Wednesday,40,4
2021-10-07,4473.52,68,65.79,clothing,132.5,1.1,1.113,Thursday,October,2021,33.76241509433962,False,Thursday,40,4
2021-10-08,4705.26,123,38.25,clothing,128.86,1.1,1.113,Friday,October,2021,36.51451187335092,False,Friday,40,4
2021-10-09,5390.62,84,64.17,accessories,93.4,1.265,1.114,Saturday,October,2021,57.71541755888651,True,Saturday,40,4
2021-10-10,5089.61,82,62.07,clothing,113.62,1.265,1.114,Sunday,October,2021,44.7950184826615,True,Sunday,40,4
2021-10-11,5046.87,63,80.11,clothing,88.38,1.1,1.114,Monday,October,2021,57.10420909708079,False,Monday,41,4
2021-10-12,3258.95,49,66.51,clothing,699.02,1.1,1.115,Tuesday,October,2021,4.662169894995851,False,Tuesday,41,4
2021-10-13,3124.14,49,63.76,home_goods,75.93,1.1,1.115,Wednesday,October,2021,41.145001975503746,False,Wednesday,41,4
2021-10-14,4232.98,65,65.12,clothing,98.3,1.1,1.116,Thursday,October,2021,43.061851475076296,False,Thursday,41,4
2021-10-15,5957.33,109,54.65,clothing,126.55,1.1,1.116,Friday,October,2021,47.07491110233109,False,Friday,41,4
2021-10-16,6076.33,94,64.64,clothing,56.9,1.265,1.117,Saturday,October,2021,106.7896309314587,True,Saturday,41,4
2021-10-17,4085.04,72,56.74,accessories,140.63,1.265,1.117,Sunday,October,2021,29.048140510559627,True,Sunday,41,4
2021-10-18,5298.95,128,41.4,clothing,98.76,1.1,1.117,Monday,October,2021,53.654819765087076,False,Monday,42,4
2021-10-19,4943.42,75,65.91,accessories,52.18,1.1,1.118,Tuesday,October,2021,94.73783058643158,False,Tuesday,42,4
2021-10-20,2802.07,38,73.74,clothing,148.13,1.1,1.118,Wednesday,October,2021,18.916289745493824,False,Wednesday,42,4
2021-10-21,3173.12,46,68.98,clothing,96.39,1.1,1.119,Thursday,October,2021,32.91959746861708,False,Thursday,42,4
2021-10-22,3210.97,58,55.36,home_goods,106.12,1.1,1.119,Friday,October,2021,30.257915567282318,False,Friday,42,4
2021-10-23,4892.55,59,82.92,clothing,56.77,1.265,1.119,Saturday,October,2021,86.18196230403382,True,Saturday,42,4
2021-10-24,2660.69,38,70.02,accessories,144.57,1.265,1.12,Sunday,October,2021,18.404164072767518,True,Sunday,42,4
2021-10-25,4509.54,68,66.32,accessories,115.1,1.1,1.12,Monday,October,2021,39.17932232841008,False,Monday,43,4
2021-10-26,4444.92,75,59.27,clothing,128.63,1.1,1.121,Tuesday,October,2021,34.555857886962606,False,Tuesday,43,4
2021-10-27,2956.07,44,67.18,home_goods,125.68,1.1,1.121,Wednesday,October,2021,23.520607893061744,False,Wednesday,43,4
2021-10-28,3228.25,43,75.08,accessories,127.2,1.1,1.122,Thursday,October,2021,25.37932389937107,False,Thursday,43,4
2021-10-29,4410.08,63,70.0,clothing,60.55,1.1,1.122,Friday,October,2021,72.833691164327,False,Friday,43,4
2021-10-30,4088.51,49,83.44,accessories,129.29,1.265,1.123,Saturday,October,2021,31.622785984994977,True,Saturday,43,4
2021-10-31,5089.58,76,66.97,accessories,141.51,1.265,1.123,Sunday,October,2021,35.966221468447465,True,Sunday,43,4
2021-11-01,5730.65,92,62.29,clothing,140.61,1.6,1.123,Monday,November,2021,40.7556361567456,False,Monday,44,4
2021-11-02,5344.17,99,53.98,accessories,115.43,1.6,1.124,Tuesday,November,2021,46.297929481070774,False,Tuesday,44,4
2021-11-03,6781.63,124,54.69,home_goods,91.78,1.6,1.124,Wednesday,November,2021,73.89006319459577,False,Wednesday,44,4
2021-11-04,6466.17,103,62.78,accessories,66.22,1.6,1.125,Thursday,November,2021,97.64678344910904,False,Thursday,44,4
2021-11-05,6862.18,100,68.62,home_goods,123.15,1.6,1.125,Friday,November,2021,55.72212748680471,False,Friday,44,4
2021-11-06,6223.09,135,46.1,home_goods,121.02,1.84,1.126,Saturday,November,2021,51.421996364237316,True,Saturday,44,4
2021-11-07,4184.92,75,55.8,accessories,132.82,1.84,1.126,Sunday,November,2021,31.508206595392263,True,Sunday,44,4
2021-11-08,5053.3,82,61.63,clothing,60.06,1.6,1.126,Monday,November,2021,84.13752913752914,False,Monday,45,4
2021-11-09,7923.88,106,74.75,accessories,112.09,1.6,1.127,Tuesday,November,2021,70.69212240164154,False,Tuesday,45,4
2021-11-10,5641.75,98,57.57,clothing,113.41,1.6,1.127,Wednesday,November,2021,49.74649501807601,False,Wednesday,45,4
2021-11-11,5514.2,77,71.61,clothing,135.57,1.6,1.128,Thursday,November,2021,40.674190455115436,False,Thursday,45,4
2021-11-12,4351.61,65,66.95,clothing,119.42,1.6,1.128,Friday,November,2021,36.43954111539105,False,Friday,45,4
2021-11-13,7701.71,108,71.31,clothing,126.61,1.84,1.129,Saturday,November,2021,60.830187189005606,True,Saturday,45,4
2021-11-14,7702.61,115,66.98,clothing,117.07,1.84,1.129,Sunday,November,2021,65.7949090287862,True,Sunday,45,4
2021-11-15,7324.1,122,60.03,accessories,88.04,1.6,1.129,Monday,November,2021,83.19059518400726,False,Monday,46,4
2021-11-16,5582.54,77,72.5,home_goods,78.0,1.6,1.13,Tuesday,November,2021,71.57102564102564,False,Tuesday,46,4
2021-11-17,13006.15,176,73.9,clothing,636.0,1.6,1.13,Wednesday,November,2021,20.449921383647798,False,Wednesday,46,4
2021-11-18,5549.63,66,84.09,clothing,61.26,1.6,1.131,Thursday,November,2021,90.59141364675156,False,Thursday,46,4
2021-11-19,3960.15,52,76.16,clothing,102.57,1.6,1.131,Friday,November,2021,38.60924246855806,False,Friday,46,4
2021-11-20,7882.74,96,82.11,home_goods,135.23,2.3,1.132,Saturday,November,2021,58.29135546846114,True,Saturday,46,4
2021-11-21,14365.67,218,65.9,clothing,797.26,2.3,1.132,Sunday,November,2021,18.018801896495496,True,Sunday,46,4
2021-11-22,9643.01,135,71.43,home_goods,109.9,2.0,1.132,Monday,November,2021,87.7434940855323,False,Monday,47,4
2021-11-23,8511.27,145,58.7,accessories,93.04,2.0,1.133,Tuesday,November,2021,91.47968615649182,False,Tuesday,47,4
2021-11-24,6254.97,115,54.39,accessories,139.25,2.0,1.133,Wednesday,November,2021,44.918994614003594,False,Wednesday,47,4
2021-11-25,11116.34,177,62.8,accessories,101.24,2.0,1.134,Thursday,November,2021,109.80185697352826,False,Thursday,47,4
2021-11-26,7231.95,101,71.6,accessories,145.05,2.0,1.134,Friday,November,2021,49.858324715615296,False,Friday,47,4
2021-11-27,1243.827770663884,130,59.4,clothing,86.19,2.3,1.135,Saturday,November,2021,14.431230660910593,True,Saturday,47,4
2021-11-28,8331.74,185,45.04,clothing,147.15,2.3,1.135,Sunday,November,2021,56.620727149167514,True,Sunday,47,4
2021-11-29,5945.75,95,62.59,home_goods,101.66,2.0,1.135,Monday,November,2021,58.486622073578594,False,Monday,48,4
2021-11-30,6668.25,105,63.51,clothing,101.27,2.0,1.136,Tuesday,November,2021,65.84625259208057,False,Tuesday,48,4
2021-12-01,6489.82,85,76.35,accessories,84.52,1.8,1.136,Wednesday,December,2021,76.78442972077615,False,Wednesday,48,4
2021-12-02,6486.26,110,58.97,clothing,149.28,1.8,1.137,Thursday,December,2021,43.45029474812433,False,Thursday,48,4
2021-12-03,3948.92,79,49.99,home_goods,121.4,1.8,1.137,Friday,December,2021,32.52817133443163,False,Friday,48,4
2021-12-04,9394.0,159,59.08,accessories,132.12,2.07,1.138,Saturday,December,2021,71.10202845897669,True,Saturday,48,4
2021-12-05,6685.98,106,63.08,accessories,86.91,2.07,1.138,Sunday,December,2021,76.9299275112185,True,Sunday,48,4
2021-12-06,5813.44,91,63.88,accessories,58.02,1.8,1.139,Monday,December,2021,100.19717338848672,False,Monday,49,4
2021-12-07,6184.05,86,71.91,accessories,51.01,1.8,1.139,Tuesday,December,2021,121.23211135071556,False,Tuesday,49,4
2021-12-08,7105.79,123,57.77,clothing,122.4,1.8,1.139,Wednesday,December,2021,58.05383986928104,False,Wednesday,49,4
2021-12-09,6561.07,109,60.19,clothing,98.6,1.8,1.14,Thursday,December,2021,66.5422920892495,False,Thursday,49,4
2021-12-10,7462.32,96,77.73,home_goods,84.32,1.8,1.14,Friday,December,2021,88.5,False,Friday,49,4
2021-12-11,8032.8,107,75.07,clothing,77.54,2.07,1.141,Saturday,December,2021,103.59556358008768,True,Saturday,49,4
2021-12-12,5555.61,95,58.48,accessories,132.24,2.07,1.141,Sunday,December,2021,42.011569872958255,True,Sunday,49,4
2021-12-13,7311.21,134,54.56,clothing,118.84,1.8,1.142,Monday,December,2021,61.52145742174352,False,Monday,50,4
2021-12-14,5624.71,92,61.14,clothing,139.01,1.8,1.142,Tuesday,December,2021,40.46262858787138,False,Tuesday,50,4
2021-12-15,10012.54,206,48.6,accessories,57.17,1.8,1.142,Wednesday,December,2021,175.13626027636874,False,Wednesday,50,4
2021-12-16,6845.32,113,60.58,clothing,86.46,1.8,1.143,Thursday,December,2021,79.1732593106639,False,Thursday,50,4
2021-12-17,6145.24,101,60.84,clothing,146.4,1.8,1.143,Friday,December,2021,41.97568306010928,False,Friday,50,4
2021-12-18,6241.39,101,61.8,home_goods,66.0,2.07,1.144,Saturday,December,2021,94.56651515151516,True,Saturday,50,4
2021-12-19,8652.59,135,64.09,clothing,132.67,2.07,1.144,Sunday,December,2021,65.21888897263888,True,Sunday,50,4
2021-12-20,9807.16,183,53.59,accessories,104.14,2.34,1.145,Monday,December,2021,94.17284424812752,False,Monday,51,4
2021-12-21,10509.38,183,57.43,clothing,80.23,2.34,1.145,Tuesday,December,2021,130.99065187585688,False,Tuesday,51,4
2021-12-22,7831.03,112,69.92,clothing,77.02,2.34,1.145,Wednesday,December,2021,101.67527914827318,False,Wednesday,51,4
2021-12-23,7283.76,180,40.47,home_goods,112.62,2.34,1.146,Thursday,December,2021,64.67554608417687,False,Thursday,51,4
2021-12-24,9961.97,131,76.05,clothing,112.34,2.34,1.146,Friday,December,2021,88.67696279152571,False,Friday,51,4
2021-12-25,9146.46,135,67.75,accessories,104.3,2.691,1.147,Saturday,December,2021,87.69376797698945,True,Saturday,51,4
2021-12-26,8263.02,121,68.29,accessories,63.07,2.07,1.147,Sunday,December,2021,131.0134770889488,True,Sunday,51,4
2021-12-27,7406.6,107,69.22,accessories,64.88,1.8,1.148,Monday,December,2021,114.15844636251542,False,Monday,52,4
2021-12-28,5776.64,101,57.19,clothing,108.87,1.8,1.148,Tuesday,December,2021,53.05997979241297,False,Tuesday,52,4
2021-12-29,6862.94,91,75.42,home_goods,99.23,1.8,1.149,Wednesday,December,2021,69.16194699183714,False,Wednesday,52,4
2021-12-30,7404.94,93,79.62,home_goods,132.75,1.8,1.149,Thursday,December,2021,55.78109227871939,False,Thursday,52,4
2021-12-31,6440.07,90,71.56,accessories,93.91,1.8,1.149,Friday,December,2021,68.57704184857843,False,Friday,52,4
2022-01-01,2309.71,36,64.16,accessories,51.91,0.92,1.15,Saturday,January,2022,44.49450972837604,True,Saturday,52,1
2022-01-02,3102.38,52,59.66,clothing,85.87,0.92,1.15,Sunday,January,2022,36.128799347851405,True,Sunday,52,1
2022-01-03,3403.82,46,74.0,clothing,50.89,0.8,1.151,Monday,January,2022,66.88583218707015,False,Monday,1,1
2022-01-04,3681.05,50,73.62,accessories,64.29,0.8,1.151,Tuesday,January,2022,57.25696064706797,False,Tuesday,1,1
2022-01-05,3252.05,48,67.75,accessories,134.59,0.8,1.152,Wednesday,January,2022,24.162642098224236,False,Wednesday,1,1
2022-01-06,2714.46,47,57.75,home_goods,56.6,0.8,1.152,Thursday,January,2022,47.958657243816255,False,Thursday,1,1
2022-01-07,2858.85,40,71.47,clothing,57.23,0.8,1.153,Friday,January,2022,49.95369561418836,False,Friday,1,1
2022-01-08,3203.18,64,50.05,clothing,120.71,0.92,1.153,Saturday,January,2022,26.536161047137767,True,Saturday,1,1
2022-01-09,2948.71,41,71.92,home_goods,130.35,0.92,1.153,Sunday,January,2022,22.621480629075567,True,Sunday,1,1
2022-01-10,2301.63,35,65.76,clothing,114.05,0.8,1.154,Monday,January,2022,20.180885576501534,False,Monday,2,1
2022-01-11,3211.7,42,76.47,clothing,62.29,0.8,1.154,Tuesday,January,2022,51.56044308877829,False,Tuesday,2,1
2022-01-12,4893.04,67,73.03,home_goods,118.26,0.8,1.155,Wednesday,January,2022,41.37527481819719,False,Wednesday,2,1
2022-01-13,2211.74,33,67.02,accessories,105.25,0.8,1.155,Thursday,January,2022,21.014156769596198,False,Thursday,2,1
2022-01-14,2488.98,41,60.71,accessories,63.38,0.8,1.156,Friday,January,2022,39.27074786999053,False,Friday,2,1
2022-01-15,3379.16,51,66.26,clothing,50.01,0.92,1.156,Saturday,January,2022,67.56968606278744,True,Saturday,2,1
2022-01-16,3326.85,45,73.93,clothing,50.38,0.92,1.157,Sunday,January,2022,66.03513298928145,True,Sunday,2,1
2022-01-17,2744.87,45,61.0,clothing,86.02,0.8,1.157,Monday,January,2022,31.90967216926296,False,Monday,3,1
2022-01-18,3270.34,47,69.58,clothing,140.99,0.8,1.157,Tuesday,January,2022,23.19554578338889,False,Tuesday,3,1
2022-01-19,3451.02,66,52.29,accessories,99.38,0.8,1.158,Wednesday,January,2022,34.72549808814651,False,Wednesday,3,1
2022-01-20,4152.05,63,65.91,clothing,126.1,0.8,1.158,Thursday,January,2022,32.92664551942903,False,Thursday,3,1
2022-01-21,3031.38,45,67.36,clothing,128.18,0.8,1.159,Friday,January,2022,23.649399282259324,False,Friday,3,1
2022-01-22,3717.26,62,59.96,clothing,95.77,0.92,1.159,Saturday,January,2022,38.814451289547875,True,Saturday,3,1
2022-01-23,3087.0,49,63.0,home_goods,126.76,0.92,1.16,Sunday,January,2022,24.353108236036604,True,Sunday,3,1
2022-01-24,3061.91,42,72.9,accessories,138.02,0.8,1.16,Monday,January,2022,22.184538472685116,False,Monday,4,1
2022-01-25,2777.3,38,73.09,clothing,63.66,0.8,1.16,Tuesday,January,2022,43.627081369776946,False,Tuesday,4,1
2022-01-26,2802.4,45,62.28,clothing,69.92,0.8,1.161,Wednesday,January,2022,40.08009153318078,False,Wednesday,4,1
2022-01-27,2845.28,43,66.17,home_goods,61.15,0.8,1.161,Thursday,January,2022,46.529517579722,False,Thursday,4,1
2022-01-28,2628.94,29,90.65,clothing,90.43,0.8,1.162,Friday,January,2022,29.071547052969144,False,Friday,4,1
2022-01-29,4942.7,73,67.71,clothing,146.35,0.92,1.162,Saturday,January,2022,33.77314656645029,True,Saturday,4,1
2022-01-30,4349.21,60,72.49,clothing,147.6,0.92,1.163,Sunday,January,2022,29.46619241192412,True,Sunday,4,1
2022-01-31,3781.47,65,58.18,accessories,51.76,0.8,1.163,Monday,January,2022,73.05776661514683,False,Monday,5,1
2022-02-01,2988.16,41,72.88,accessories,587.88,0.85,1.164,Tuesday,February,2022,5.082942097026604,False,Tuesday,5,1
2022-02-02,3686.16,75,49.15,accessories,80.29,0.85,1.164,Wednesday,February,2022,45.91057416863868,False,Wednesday,5,1
2022-02-03,2820.23,40,70.51,clothing,144.27,0.85,1.165,Thursday,February,2022,19.548277535177096,False,Thursday,5,1
2022-02-04,3165.85,51,62.08,accessories,72.54,0.85,1.165,Friday,February,2022,43.642817755720976,False,Friday,5,1
2022-02-05,4624.2,88,52.55,accessories,131.11,0.977,1.165,Saturday,February,2022,35.26962092899092,True,Saturday,5,1
2022-02-06,5016.87,72,69.68,accessories,84.52,0.977,1.166,Sunday,February,2022,59.357193563653574,True,Sunday,5,1
2022-02-07,3697.46,67,55.19,home_goods,64.73,0.85,1.166,Monday,February,2022,57.12127298007106,False,Monday,6,1
2022-02-08,3799.96,58,65.52,clothing,74.19,0.85,1.167,Tuesday,February,2022,51.21930179269444,False,Tuesday,6,1
2022-02-09,3621.19,60,60.35,clothing,104.66,0.85,1.167,Wednesday,February,2022,34.59956048155934,False,Wednesday,6,1
2022-02-10,3071.46,43,71.43,home_goods,70.92,0.85,1.168,Thursday,February,2022,43.3087986463621,False,Thursday,6,1
2022-02-11,3405.03,58,58.71,accessories,93.7,0.85,1.168,Friday,February,2022,36.33970117395945,False,Friday,6,1
2022-02-12,4040.13,61,66.23,accessories,69.01,0.977,1.169,Saturday,February,2022,58.5441240399942,True,Saturday,6,1
2022-02-13,3234.25,41,78.88,clothing,74.73,0.977,1.169,Sunday,February,2022,43.279138230964804,True,Sunday,6,1
2022-02-14,4004.48,61,65.65,clothing,127.16,0.85,1.169,Monday,February,2022,31.491664045297263,False,Monday,7,1
2022-02-15,3622.91,62,58.43,home_goods,113.44,0.85,1.17,Tuesday,February,2022,31.93679478138223,False,Tuesday,7,1
2022-02-16,2517.93,39,64.56,accessories,59.54,0.85,1.17,Wednesday,February,2022,42.28972119583473,False,Wednesday,7,1
2022-02-17,2884.68,55,52.45,accessories,89.78,0.85,1.171,Thursday,February,2022,32.130541323234574,False,Thursday,7,1
2022-02-18,1931.78,25,77.27,accessories,145.09,0.85,1.171,Friday,February,2022,13.314356606244399,False,Friday,7,1
2022-02-19,3439.08,59,58.29,home_goods,115.66,0.977,1.172,Saturday,February,2022,29.734393913193845,True,Saturday,7,1
2022-02-20,3206.32,44,72.87,home_goods,100.6,0.977,1.172,Sunday,February,2022,31.871968190854876,True,Sunday,7,1
2022-02-21,2885.59,50,57.71,clothing,101.67,0.85,1.173,Monday,February,2022,28.381921904199864,False,Monday,8,1
2022-02-22,3895.05,52,74.9,accessories,102.57,0.85,1.173,Tuesday,February,2022,37.97455396314712,False,Tuesday,8,1
2022-02-23,1991.79,33,60.36,home_goods,109.11,0.85,1.173,Wednesday,February,2022,18.254880395930712,False,Wednesday,8,1
2022-02-24,1975.99,29,68.14,home_goods,57.12,0.85,1.174,Thursday,February,2022,34.593662464986,False,Thursday,8,1
2022-02-25,3267.81,58,56.34,home_goods,127.11,0.85,1.174,Friday,February,2022,25.708520179372197,False,Friday,8,1
2022-02-26,3901.32,60,65.02,clothing,78.25,0.977,1.175,Saturday,February,2022,49.85712460063898,True,Saturday,8,1
2022-02-27,3226.67,55,58.67,clothing,147.31,0.977,1.175,Sunday,February,2022,21.903944063539473,True,Sunday,8,1
2022-02-28,2859.4,53,53.95,accessories,50.15,0.85,1.176,Monday,February,2022,57.016949152542374,False,Monday,9,1
2022-03-01,8187.49,111,73.76,clothing,82.53,2.0,1.176,Tuesday,March,2022,99.2062280382891,False,Tuesday,9,1
2022-03-02,8168.37,103,79.3,accessories,140.19,2.0,1.177,Wednesday,March,2022,58.26642413866895,False,Wednesday,9,1
2022-03-03,7023.42,100,70.23,accessories,120.93,2.0,1.177,Thursday,March,2022,58.078392458447034,False,Thursday,9,1
2022-03-04,7358.51,146,50.4,clothing,54.24,2.0,1.177,Friday,March,2022,135.6657448377581,False,Friday,9,1
2022-03-05,11683.91,275,42.49,home_goods,101.39,2.3,1.178,Saturday,March,2022,115.23730150902456,True,Saturday,9,1
2022-03-06,8900.1,107,83.18,home_goods,119.72,2.3,1.178,Sunday,March,2022,74.3409622452389,True,Sunday,9,1
2022-03-07,10524.96,176,59.8,clothing,77.41,2.0,1.179,Monday,March,2022,135.96382896266633,False,Monday,10,1
2022-03-08,9018.38,124,72.73,accessories,147.85,2.0,1.179,Tuesday,March,2022,60.996821102468715,False,Tuesday,10,1
2022-03-09,8882.75,127,69.94,accessories,88.05,2.0,1.18,Wednesday,March,2022,100.88302101078932,False,Wednesday,10,1
2022-03-10,5914.71,96,61.61,accessories,52.52,2.0,1.18,Thursday,March,2022,112.61824067022086,False,Thursday,10,1
2022-03-11,9133.89,110,83.04,home_goods,55.17,2.0,1.181,Friday,March,2022,165.5589994562262,False,Friday,10,1
2022-03-12,7064.13,93,75.96,clothing,130.0,2.3,1.181,Saturday,March,2022,54.33946153846154,True,Saturday,10,1
2022-03-13,6422.38,109,58.92,accessories,117.27,2.3,1.182,Sunday,March,2022,54.76575424234672,True,Sunday,10,1
2022-03-14,10481.98,157,66.76,accessories,133.28,2.4,1.182,Monday,March,2022,78.64630852340936,False,Monday,11,1
2022-03-27,6953.22,91,76.41,clothing,145.76,2.3,1.188,Sunday,March,2022,47.703210757409444,True,Sunday,12,1
